Member_number,Date,itemDescription
4108,27-09-2015,Bhima- Mango Thokku
4078,25-04-2015,Cocoma
1784,26-09-2015,Spinz Deo - Enchante
4001,21-06-2015,Spinz BB Cream
3202,14-11-2015,Spinz Talc - Exotic
1939,15-07-2015,Spinz BB Talc
2530,30-08-2015,Indica Crème 
2893,12-12-2015,Ruchi- Vadu Mango
3666,16-02-2015,Nyle Damage Repair
1123,12-11-2015,Nyle Anti- Dandruff
1098,07-05-2015,Nyle Dryness Hydration
4319,21-05-2015,Cavin's Chocolate Milkshake 
4761,01-03-2015,Cavin's Stawberry Lassi
3790,26-07-2015,Cavin's Kaju Butterscotch Milkshake
4296,28-07-2015,Bhima- Cut Mango
4450,30-07-2015,Bhima- Mixed Veg
2434,18-09-2015,Bhima- Lime
3779,10-11-2015,Bhima- Mango Thokku
1613,03-08-2015,Bhima- Red Chilli
3209,28-12-2015,Roasted Nylon Chivda
4895,07-09-2015,Khatta Meetha
1654,25-03-2015,Moong Dal
1126,29-04-2015,Manglori Mixture
1254,19-04-2015,Bhima- Mixed Veg
3168,02-05-2015,Bhima- Lime
1892,30-09-2015,Bhima- Mango Thokku
1936,20-05-2015,Bhima- Red Chilli
3132,30-07-2015,Spinz BB Cream
4316,11-01-2015,Spinz Talc - Exotic
4375,05-10-2015,Spinz BB Talc
3468,08-07-2015,Indica Crème 
2488,19-08-2015,Ruchi- Vadu Mango
1769,30-12-2015,Nyle Damage Repair
4937,10-04-2015,Nyle Anti- Dandruff
3389,17-08-2015,Nyle Dryness Hydration
1439,13-08-2015,Nyle Volume Enhance
2542,24-11-2015,Nyle Pollution Sheild
2065,22-01-2015,Nyle Damage Repair
3830,10-07-2015,Spinz BB Cream
3686,01-04-2015,Spinz Talc - Exotic
2774,28-10-2015,Indica Easy - Brown
2204,16-07-2015,Chik - Thick & Glossy Shampoo
4833,10-03-2015,Maa Mango
1477,08-02-2015,Maa Apple
4697,11-09-2015,Maa - Mango
2435,29-09-2015,Maa Lemon
2164,19-03-2015,Maa Orange 
3557,02-02-2015,Maa Mango
4319,08-11-2015,Fremon
3615,13-08-2015,Joozy Cola
1902,21-10-2015,Runge
4390,20-01-2015,Chillout
1985,26-11-2015,Ruchi- Maharastra Mango Pickle
1265,29-09-2015,Bhima- Cut Mango
2023,31-08-2015,Cavin’s Mango Lassi
4288,25-09-2015,Cavin's Lassi
2261,29-06-2015,Chik - Anti Dandruff Shamphoo
3073,17-01-2015,Cavin's Buttermilk
2406,04-09-2015,Bhima- Cut Mango
3983,20-07-2015,Roasted Nylon Chivda
1737,23-01-2015,Moong Dal
1304,30-04-2015,Bhima- Red Chilli
4227,20-08-2015,Spinz Deo - Yellow Blossom
3987,17-06-2015,Bhima- Cut Mango
4127,12-11-2015,Bhima- Cut Mango
1734,20-03-2015,Manglori Mixture
2770,15-07-2015,Garden French Fries
1454,13-01-2015,Garden Instant bhel mix
2256,21-08-2015,Cavin's Kaju Butterscotch Milkshake
2625,18-11-2015,Bhima- Cut Mango
4335,05-12-2015,Bhima- Mixed Veg
3738,24-05-2015,Cavin's Lassi
2394,19-08-2015,Cavin's Stawberry Lassi
1927,15-05-2015,Cavin's Vanilla Milshake
3681,14-10-2015,Cavin's Buttermilk
2435,30-08-2015,Cavin's Lassi
1728,15-08-2015,Cavin's Chocolate Milkshake 
4708,14-04-2015,Cavin's Stawberry Lassi
1010,31-07-2015,Cavin's Kaju Butterscotch Milkshake
3735,20-04-2015,Bhima- Cut Mango
3331,19-05-2015,Bhima- Mixed Veg
2383,05-10-2015,Bhima- Lime
1160,20-11-2015,Bhima- Mango Thokku
4890,22-04-2015,Cocoma
3513,29-05-2015,Spinz Deo - Enchante
2525,14-01-2015,Spinz BB Cream
3708,03-09-2015,Spinz Talc - Exotic
4746,06-06-2015,Spinz BB Talc
4784,11-09-2015,Indica Crème 
2051,02-01-2015,Ruchi- Vadu Mango
4745,12-04-2015,Nyle Damage Repair
4364,17-01-2015,Nyle Anti- Dandruff
1493,23-02-2015,Nyle Dryness Hydration
1330,18-05-2015,Cavin's Chocolate Milkshake 
1777,10-07-2015,Cavin's Stawberry Lassi
2633,10-07-2015,Cavin's Kaju Butterscotch Milkshake
1917,23-01-2015,Bhima- Cut Mango
4891,09-01-2015,Bhima- Mixed Veg
3828,15-06-2015,Bhima- Lime
2282,11-05-2015,Bhima- Mango Thokku
2743,10-08-2015,Bhima- Red Chilli
2704,18-11-2015,Roasted Nylon Chivda
4170,11-07-2015,Khatta Meetha
3867,07-09-2015,Moong Dal
2592,23-04-2015,Manglori Mixture
1894,03-10-2015,Bhima- Mixed Veg
2348,08-09-2015,Bhima- Lime
3747,24-02-2015,Bhima- Mango Thokku
4220,21-08-2015,Bhima- Red Chilli
4504,04-09-2015,Roasted Nylon Chivda
3175,23-11-2015,Khatta Meetha
4240,28-06-2015,Moong Dal
4608,25-11-2015,Manglori Mixture
3053,03-12-2015,Garden French Fries
4096,29-06-2015,Garden Instant bhel mix
2517,28-01-2015,Garden Bombay Puri
1899,24-10-2015,Garden Potato Chip
2934,11-05-2015,Ruchi- Maharastra Mango Pickle
2508,27-12-2015,Ruchi- Maharastra lime Pickle
1527,14-05-2015,Ruchi - Andhra Tomato
1431,07-11-2015,Ruchi- Brinjal
4148,09-02-2015,Ruchi- Red Chilli
3862,05-03-2015,Ruchi- Tomato Garlic
3402,11-04-2015,Ruchi- Vadu Mango
3178,08-12-2015,Spinz Deo - Mystic White
2134,26-09-2015,Spinz Deo - Enchante
1038,23-04-2015,Spinz BB Cream
4780,19-09-2015,Spinz Talc - Exotic
1251,26-11-2015,Spinz BB Talc
4293,30-09-2015,Indica Crème 
3676,24-10-2015,Ruchi- Vadu Mango
2992,09-11-2015,Nyle Damage Repair
4124,22-05-2015,Nyle Anti- Dandruff
4756,18-09-2015,Nyle Dryness Hydration
1422,04-10-2015,Nyle Volume Enhance
1229,20-03-2015,Nyle Pollution Sheild
4733,19-01-2015,Nyle Damage Repair
2053,17-09-2015,Spinz BB Cream
4230,15-03-2015,Spinz Talc - Exotic
3968,12-11-2015,Indica Easy - Brown
4935,02-04-2015,Chik - Thick & Glossy Shampoo
2290,12-01-2015,Maa Mango
2143,25-07-2015,Maa Apple
3657,22-01-2015,Maa - Mango
4369,25-08-2015,Maa Lemon
2639,12-11-2015,Maa Orange 
2706,14-08-2015,Maa Mango
2133,05-08-2015,Fremon
3635,23-07-2015,Joozy Cola
2734,30-03-2015,Cavin’s Mango Lassi
1080,14-05-2015,Cavin's Stawberry Lassi
4413,11-10-2015,Cavin's Vanilla Milshake
1729,28-08-2015,Cavin's Buttermilk
2167,18-10-2015,Cavin's Lassi
1391,19-03-2015,Cavin's Chocolate Milkshake 
3347,05-06-2015,Cavin's Stawberry Lassi
4091,28-12-2015,Cavin's Kaju Butterscotch Milkshake
4589,10-07-2015,Bhima- Cut Mango
3590,27-02-2015,Bhima- Mixed Veg
4147,02-01-2015,Bhima- Lime
4187,14-09-2015,Bhima- Mango Thokku
2613,11-04-2015,Bhima- Red Chilli
4197,03-11-2015,Ruchi - Andhra Tomato
4553,13-06-2015,Ruchi- Brinjal
3045,26-03-2015,Ruchi- Red Chilli
2079,19-07-2015,Ruchi- Tomato Garlic
1108,30-07-2015,Ruchi- Vadu Mango
4306,26-04-2015,Ruchi- Vadu Mango
2761,02-03-2015,Nyle Damage Repair
3931,08-03-2015,Nyle Anti- Dandruff
4351,08-05-2015,Nyle Dryness Hydration
2788,03-09-2015,Nyle Volume Enhance
3962,28-05-2015,Nyle Pollution Sheild
3690,21-05-2015,Nyle Damage Repair
4937,28-06-2015,Spinz BB Cream
2544,20-01-2015,Spinz Talc - Exotic
2439,31-10-2015,Indica Easy - Brown
2952,11-08-2015,Chik - Thick & Glossy Shampoo
1472,19-09-2015,Maa Mango
3781,21-04-2015,Maa Apple
1079,09-09-2015,Maa - Mango
4636,05-01-2015,Maa Lemon
4644,25-08-2015,Maa Orange 
2226,17-02-2015,Maa Mango
4477,15-02-2015,Fremon
3132,29-08-2015,Joozy Cola
4295,24-03-2015,Runge
2918,11-12-2015,Chillout
3167,03-02-2015,Ruchi- Maharastra Mango Pickle
1993,22-05-2015,Bhima- Cut Mango
4643,08-08-2015,Cavin’s Mango Lassi
3999,06-02-2015,Cavin's Lassi
2625,22-03-2015,Cavin's Vanilla Milshake
2398,08-01-2015,Cavin's Buttermilk
2945,19-07-2015,Cavin's Lassi
3523,26-04-2015,Cavin's Chocolate Milkshake 
1726,26-12-2015,Cavin's Stawberry Lassi
4540,24-02-2015,Cavin's Kaju Butterscotch Milkshake
4479,10-02-2015,Bhima- Cut Mango
1472,11-02-2015,Cavin’s Cold Coffee-Chilled Latte
1149,12-12-2015,Cavin’s Mango Lassi
2504,02-08-2015,Cavin's Stawberry Lassi
4835,09-12-2015,Cavin's Vanilla Milshake
1832,17-11-2015,Cavin's Buttermilk
1403,25-03-2015,Cavin's Lassi
4856,18-01-2015,Cavin's Chocolate Milkshake 
3369,22-02-2015,Cavin's Stawberry Lassi
4364,24-12-2015,Cavin's Kaju Butterscotch Milkshake
4686,12-11-2015,Bhima- Cut Mango
2876,22-03-2015,Bhima- Mixed Veg
1449,26-01-2015,Bhima- Lime
3499,04-05-2015,Bhima- Mango Thokku
3462,16-05-2015,Bhima- Red Chilli
1512,23-02-2015,Roasted Nylon Chivda
1551,14-01-2015,Khatta Meetha
3993,18-02-2015,Moong Dal
3494,25-03-2015,Manglori Mixture
1819,25-06-2015,Garden French Fries
3581,06-09-2015,Garden Instant bhel mix
3763,29-04-2015,Garden Bombay Puri
2807,03-07-2015,Garden Potato Chip
1133,26-03-2015,Ruchi- Maharastra Mango Pickle
4923,19-04-2015,Ruchi- Maharastra lime Pickle
3912,06-01-2015,Ruchi - Andhra Tomato
4312,19-10-2015,Ruchi- Brinjal
3141,13-08-2015,Ruchi- Red Chilli
5000,10-02-2015,Ruchi- Tomato Garlic
3327,30-04-2015,Ruchi- Vadu Mango
1058,06-04-2015,Chik - Long & Healthy Shampoo
4397,03-04-2015,Chik - Hairfall Prevent Shampoo
3694,27-10-2015,Chik - Thick & Glossy Shampoo
3346,11-05-2015,Chik - Anti Dandruff Shamphoo
1039,31-05-2015,Chik - Thick & Glossy Shampoo
1081,21-01-2015,Indica Easy Hair Colour
3064,02-01-2015,Indica Herbal Hair Colour
4794,27-10-2015,Indica Crème 
4933,02-01-2015,Indica Easy - Brown
3312,13-10-2015,Indica Herbal Hair Colour
1303,29-05-2015,Spinz Deo - Pristine Green
4756,29-03-2015,Spinz Deo - Blue Bounce
3595,06-08-2015,Spinz Deo - Yellow Blossom
2747,02-02-2015,Spinz Deo - Mystic White
4113,13-08-2015,Spinz Deo - Enchante
2882,26-04-2015,Spinz BB Cream
1980,15-10-2015,Spinz Talc - Exotic
3534,11-11-2015,Spinz BB Talc
4452,23-11-2015,Indica Crème 
1883,26-05-2015,Ruchi- Vadu Mango
4160,12-08-2015,Nyle Damage Repair
3212,18-04-2015,Nyle Anti- Dandruff
2327,08-12-2015,Nyle Dryness Hydration
1874,29-07-2015,Nyle Volume Enhance
4439,01-01-2015,Nyle Pollution Sheild
4883,10-01-2015,Nyle Damage Repair
1873,22-02-2015,Spinz BB Cream
4228,18-04-2015,Bhima- Mixed Veg
2868,04-12-2015,Bhima- Lime
4102,23-09-2015,Bhima- Mango Thokku
1013,02-10-2015,Bhima- Red Chilli
1928,15-08-2015,Roasted Nylon Chivda
2064,21-08-2015,Khatta Meetha
3416,15-11-2015,Bhima- Cut Mango
1536,05-01-2015,Cavin’s Cold Coffee-Chilled Latte
1953,09-03-2015,Cavin’s Mango Lassi
1327,04-07-2015,Cavin's Stawberry Lassi
3415,27-05-2015,Cavin's Vanilla Milshake
2517,22-03-2015,Cavin's Buttermilk
4334,12-10-2015,Cavin's Lassi
4515,15-06-2015,Cavin's Chocolate Milkshake 
1527,20-04-2015,Cavin's Stawberry Lassi
1726,02-11-2015,Cavin's Kaju Butterscotch Milkshake
4734,10-02-2015,Bhima- Cut Mango
2356,15-06-2015,Bhima- Mixed Veg
2244,29-03-2015,Bhima- Lime
4281,03-04-2015,Bhima- Mango Thokku
2977,14-04-2015,Bhima- Red Chilli
2119,24-09-2015,Roasted Nylon Chivda
3208,24-06-2015,Khatta Meetha
2663,18-05-2015,Moong Dal
3344,01-04-2015,Manglori Mixture
3592,14-12-2015,Garden French Fries
2106,24-11-2015,Garden Instant bhel mix
3356,23-05-2015,Garden Bombay Puri
3227,30-11-2015,Garden Potato Chip
1505,27-07-2015,Ruchi- Maharastra Mango Pickle
1035,24-04-2015,Ruchi- Maharastra lime Pickle
4312,14-12-2015,Bhima- Mixed Veg
1253,20-06-2015,Bhima- Lime
2260,30-10-2015,Bhima- Mango Thokku
3710,22-08-2015,Bhima- Red Chilli
1846,29-11-2015,Roasted Nylon Chivda
3520,09-11-2015,Khatta Meetha
2816,19-06-2015,Moong Dal
1051,10-11-2015,Manglori Mixture
1754,08-07-2015,Garden French Fries
3593,31-08-2015,Garden Instant bhel mix
1421,07-08-2015,Garden Bombay Puri
3104,04-06-2015,Garden Potato Chip
1283,30-05-2015,Ruchi- Maharastra Mango Pickle
1130,18-09-2015,Ruchi- Maharastra lime Pickle
2816,01-10-2015,Ruchi - Andhra Tomato
4594,23-06-2015,Ruchi- Brinjal
4192,16-12-2015,Ruchi- Red Chilli
3208,20-11-2015,Ruchi- Tomato Garlic
1949,11-04-2015,Ruchi- Vadu Mango
4268,25-04-2015,Chik - Long & Healthy Shampoo
2672,17-01-2015,Chik - Hairfall Prevent Shampoo
2372,03-09-2015,Chik - Thick & Glossy Shampoo
4482,07-08-2015,Chik - Anti Dandruff Shamphoo
1048,06-10-2015,Chik - Thick & Glossy Shampoo
4831,19-02-2015,Indica Easy Hair Colour
3441,12-04-2015,Indica Herbal Hair Colour
3380,11-11-2015,Indica Crème 
1654,09-11-2015,Indica Easy - Brown
2408,21-06-2015,Indica Herbal Hair Colour
4699,01-08-2015,Spinz Deo - Pristine Green
2670,29-04-2015,Spinz Deo - Blue Bounce
4292,18-08-2015,Spinz Deo - Y+B43:B61ellow Blossom
4303,22-02-2015,Spinz Deo - Mystic White
2011,22-03-2015,Spinz Deo - Enchante
3657,29-09-2015,Spinz BB Cream
1435,14-01-2015,Spinz Talc - Exotic
4445,20-05-2015,Spinz BB Talc
4030,15-08-2015,Indica Crème 
1204,11-04-2015,Ruchi- Vadu Mango
1235,01-01-2015,Nyle Damage Repair
3984,03-02-2015,Nyle Anti- Dandruff
3637,25-11-2015,Nyle Dryness Hydration
1931,02-07-2015,Nyle Volume Enhance
4486,23-10-2015,Nyle Pollution Sheild
4529,03-01-2015,Nyle Damage Repair
1827,07-05-2015,Spinz BB Cream
3054,27-05-2015,Spinz Talc - Exotic
2524,21-10-2015,Indica Easy - Brown
1855,09-11-2015,Chik - Thick & Glossy Shampoo
3242,23-02-2015,Maa Mango
4431,21-08-2015,Maa Apple
4555,23-07-2015,Maa - Mango
4299,08-02-2015,Maa Lemon
2905,22-10-2015,Maa Orange 
3323,09-12-2015,Maa Mango
2796,17-10-2015,Fremon
2129,04-03-2015,Joozy Cola
1501,17-08-2015,Runge
2814,17-07-2015,Chillout
1105,22-05-2015,Ruchi- Maharastra Mango Pickle
3798,04-09-2015,Bhima- Cut Mango
3025,21-04-2015,Cavin’s Mango Lassi
4592,13-07-2015,Cavin's Lassi
4463,03-11-2015,Chik - Anti Dandruff Shamphoo
2916,13-06-2015,Cavin's Buttermilk
1838,25-03-2015,Bhima- Cut Mango
1126,17-05-2015,Roasted Nylon Chivda
2800,02-10-2015,Moong Dal
4485,25-07-2015,Cavin's Buttermilk
3262,08-07-2015,Spinz Deo - Yellow Blossom
4030,22-12-2015,Bhima- Cut Mango
3370,03-02-2015,Bhima- Cut Mango
3489,01-09-2015,Manglori Mixture
2386,03-01-2015,Garden French Fries
3774,16-02-2015,Garden Instant bhel mix
3818,13-05-2015,Cavin's Kaju Butterscotch Milkshake
3434,10-06-2015,Bhima- Cut Mango
3438,27-12-2015,Bhima- Mixed Veg
1140,01-05-2015,Cavin's Lassi
1051,12-10-2015,Cavin's Stawberry Lassi
3071,26-03-2015,Cavin's Vanilla Milshake
3872,28-03-2015,Cavin's Buttermilk
4215,30-06-2015,Cavin's Lassi
3806,15-03-2015,Cavin's Chocolate Milkshake 
1869,16-05-2015,Cavin's Stawberry Lassi
1668,05-05-2015,Cavin's Kaju Butterscotch Milkshake
1163,14-12-2015,Bhima- Cut Mango
4787,17-05-2015,Bhima- Mixed Veg
4811,11-01-2015,Bhima- Lime
4364,05-09-2015,Bhima- Mango Thokku
4572,02-08-2015,Cocoma
3222,05-08-2015,Spinz Deo - Enchante
3404,24-03-2015,Spinz BB Cream
2221,18-12-2015,Spinz Talc - Exotic
3646,31-01-2015,Spinz BB Talc
4102,15-07-2015,Indica Crème 
2718,12-06-2015,Ruchi- Vadu Mango
1403,16-05-2015,Nyle Damage Repair
4548,30-05-2015,Nyle Anti- Dandruff
4340,06-08-2015,Nyle Dryness Hydration
2856,21-08-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1041,02-04-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1564,19-06-2015,Spinz Perfumed Deo - Pristine Green 200 ml
4552,17-10-2015,Spinz Perfumed Deo - Pristine Green 200 ml
2516,31-07-2015,Spinz Perfumed Deo - Pristine Green 200 ml
4246,13-06-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1090,21-10-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2889,20-01-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2229,31-01-2015,Nyle Volume Enhance Shampoo Btl 800 ml
4558,05-04-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2018,20-04-2015,Nyle Volume Enhance Shampoo Btl 800 ml
4898,26-07-2015,Nyle Volume Enhance Shampoo Btl 800 ml
4998,14-10-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2165,28-01-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3075,15-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
3973,28-01-2015,Nyle Damage Repair Shampoo Btl 800 ml
3775,27-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
3135,26-07-2015,Nyle Damage Repair Shampoo Btl 800 ml
2738,25-07-2015,Nyle Damage Repair Shampoo Btl 800 ml
4455,24-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
2780,03-09-2015,Nyle Damage Repair Shampoo Btl 800 ml
3593,27-05-2015,Nyle Damage Repair Shampoo Btl 800 ml
1876,16-06-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4694,18-11-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4273,01-06-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4968,13-11-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
2449,21-04-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
1536,02-05-2015,Chik Shampoo (200 ml)
2188,28-11-2015,Chik Shampoo (200 ml)
4197,13-05-2015,Chik Shampoo (200 ml)
2379,11-08-2015,Chik Shampoo (200 ml)
4696,18-08-2015,Chik Shampoo (200 ml)
2680,03-01-2015,Chik Shampoo (200 ml)
4525,11-05-2015,Chik Shampoo (200 ml)
1098,12-11-2015,Indica Herbal Hair Color
1222,07-08-2015,Indica Herbal Hair Color
2316,08-06-2015,Indica Herbal Hair Color
1950,14-06-2015,Indica Herbal Hair Color
3186,03-08-2015,Indica Herbal Hair Color
2540,05-03-2015,Indica Herbal Hair Color
1789,11-06-2015,Indica Herbal Hair Color
1574,04-08-2015,Indica Herbal Hair Color
2152,23-07-2015,Indica Herbal Hair Color
1493,01-10-2015,Cavin's Lassi
3044,09-05-2015,Cavin's Lassi
2874,09-09-2015,Cavin's Lassi
3556,30-09-2015,Cavin's Lassi
3255,24-05-2015,Cavin's Lassi
2521,14-12-2015,Cavin's Lassi
3220,14-10-2015,Cavin's Lassi
1381,06-03-2015,Cavin's Lassi
4050,06-07-2015,Spinz BB Cream
1872,29-01-2015,Spinz Talc - Exotic
4127,11-04-2015,Indica Easy - Brown
2833,14-08-2015,Chik - Thick & Glossy Shampoo
2357,23-09-2015,Maa Mango
2654,03-03-2015,Maa Apple
4852,28-04-2015,Maa - Mango
2222,21-07-2015,Maa Lemon
2340,12-07-2015,Maa Orange 
1987,15-10-2015,Maa Mango
3570,02-09-2015,Fremon
1320,19-01-2015,Joozy Cola
2209,20-07-2015,Runge
2500,30-03-2015,Chillout
3315,12-09-2015,Ruchi- Maharastra Mango Pickle
2548,16-11-2015,Bhima- Cut Mango
4473,07-09-2015,Cavin’s Mango Lassi
2271,16-06-2015,Cavin's Lassi
4336,10-10-2015,Chik - Anti Dandruff Shamphoo
2763,01-02-2015,Cavin's Buttermilk
2780,11-10-2015,Cavin’s Cold coffee
2632,16-01-2015,Cavin’s Mango Lassi
2568,20-08-2015,Cavin's Stawberry Lassi
1729,23-07-2015,Cavin's Vanilla Milshake
3878,28-07-2015,Cavin's Buttermilk
1225,26-03-2015,Cavin's Lassi
1924,17-11-2015,Cavin's Chocolate Milkshake 
4335,10-06-2015,Cavin's Stawberry Lassi
3182,12-03-2015,Cavin's Kaju Butterscotch Milkshake
4303,23-08-2015,Bhima- Cut Mango
3042,02-10-2015,Bhima- Mixed Veg
4493,29-10-2015,Bhima- Lime
4194,07-02-2015,Bhima- Mango Thokku
3031,18-12-2015,Bhima- Red Chilli
3891,03-07-2015,Roasted Nylon Chivda
1062,16-04-2015,Khatta Meetha
2469,23-03-2015,Moong Dal
3719,03-09-2015,Manglori Mixture
3322,11-02-2015,Garden French Fries
1336,10-03-2015,Garden Instant bhel mix
1067,20-07-2015,Garden Bombay Puri
1998,15-05-2015,Garden Potato Chip
1076,14-10-2015,Ruchi- Maharastra Mango Pickle
1992,02-08-2015,Ruchi- Maharastra lime Pickle
1261,21-05-2015,Ruchi - Andhra Tomato
4409,15-01-2015,Ruchi- Brinjal
3031,30-08-2015,Ruchi- Red Chilli
2129,18-03-2015,Ruchi- Tomato Garlic
1684,03-01-2015,Ruchi- Vadu Mango
4240,18-09-2015,Chik - Long & Healthy Shampoo
2750,14-09-2015,Chik - Hairfall Prevent Shampoo
1379,13-07-2015,Chik - Thick & Glossy Shampoo
4243,22-08-2015,Chik - Anti Dandruff Shamphoo
2469,12-01-2015,Chik - Thick & Glossy Shampoo
2346,17-09-2015,Indica Easy Hair Colour
2366,18-08-2015,Indica Herbal Hair Colour
2374,23-06-2015,Indica Crème 
1721,15-10-2015,Indica Easy - Brown
2877,10-04-2015,Indica Herbal Hair Colour
3848,11-10-2015,Spinz Deo - Pristine Green
4344,01-03-2015,Spinz Deo - Blue Bounce
3475,10-06-2015,Spinz Deo - Y+B43:B61ellow Blossom
3650,17-07-2015,Spinz Deo - Mystic White
2318,16-01-2015,Spinz Deo - Enchante
1776,02-03-2015,Spinz BB Cream
3120,07-07-2015,Spinz Talc - Exotic
1194,13-05-2015,Spinz BB Talc
2089,17-04-2015,Indica Crème 
2095,06-04-2015,Ruchi- Vadu Mango
1736,29-08-2015,Nyle Damage Repair
3718,12-07-2015,Nyle Anti- Dandruff
4950,22-04-2015,Nyle Dryness Hydration
2481,24-11-2015,Nyle Volume Enhance
1296,06-11-2015,Nyle Pollution Sheild
2824,07-12-2015,Nyle Damage Repair
4852,29-06-2015,Spinz BB Cream
1648,27-02-2015,Spinz Talc - Exotic
3307,06-10-2015,Indica Easy - Brown
4259,24-06-2015,Chik - Thick & Glossy Shampoo
2587,02-06-2015,Maa Mango
4303,08-04-2015,Maa Apple
1325,26-05-2015,Maa - Mango
3351,14-10-2015,Maa Lemon
1623,18-01-2015,Maa Orange 
3119,20-02-2015,Maa Mango
1211,24-05-2015,Fremon
4146,09-02-2015,Joozy Cola
1753,26-02-2015,Runge
4664,26-05-2015,Chillout
3827,03-11-2015,Ruchi- Maharastra Mango Pickle
1098,27-09-2015,Bhima- Cut Mango
4338,27-08-2015,Cavin’s Mango Lassi
3712,20-12-2015,Cavin's Lassi
1505,27-10-2015,Chik - Anti Dandruff Shamphoo
4478,02-08-2015,Cavin's Buttermilk
4150,23-08-2015,Bhima- Cut Mango
1118,25-12-2015,Roasted Nylon Chivda
2537,07-05-2015,Moong Dal
1996,10-05-2015,Cavin's Buttermilk
4267,13-09-2015,Spinz Deo - Yellow Blossom
4424,16-10-2015,Bhima- Cut Mango
1948,06-05-2015,Bhima- Cut Mango
3495,01-02-2015,Manglori Mixture
2327,18-03-2015,Garden French Fries
3356,12-01-2015,Garden Instant bhel mix
3926,23-03-2015,Cavin's Kaju Butterscotch Milkshake
4105,03-12-2015,Bhima- Cut Mango
1884,05-08-2015,Bhima- Mixed Veg
4799,09-02-2015,Cavin's Lassi
4915,18-09-2015,Cavin's Stawberry Lassi
2643,01-12-2015,Cavin's Vanilla Milshake
3927,03-09-2015,Cavin's Buttermilk
2410,18-11-2015,Cavin's Lassi
1855,28-04-2015,Cavin's Chocolate Milkshake 
1245,02-03-2015,Cavin's Stawberry Lassi
3138,19-04-2015,Cavin's Kaju Butterscotch Milkshake
1178,19-04-2015,Bhima- Cut Mango
1870,05-09-2015,Bhima- Mixed Veg
4660,10-07-2015,Bhima- Lime
3241,09-08-2015,Bhima- Mango Thokku
4661,18-04-2015,Cocoma
2407,10-03-2015,Spinz Deo - Enchante
2440,19-06-2015,Spinz BB Cream
4634,15-05-2015,Spinz Talc - Exotic
4112,14-02-2015,Spinz BB Talc
2428,21-08-2015,Indica Crème 
3604,14-03-2015,Ruchi- Vadu Mango
3671,03-08-2015,Nyle Damage Repair
2880,19-06-2015,Nyle Anti- Dandruff
3946,19-06-2015,Nyle Dryness Hydration
4495,20-06-2015,Cavin's Chocolate Milkshake 
3355,02-12-2015,Cavin's Stawberry Lassi
3959,27-05-2015,Cavin's Kaju Butterscotch Milkshake
1583,23-11-2015,Bhima- Cut Mango
3998,28-03-2015,Bhima- Mixed Veg
4509,29-11-2015,Bhima- Lime
1008,03-10-2015,Bhima- Mango Thokku
4894,23-12-2015,Bhima- Red Chilli
4252,10-04-2015,Roasted Nylon Chivda
3428,16-03-2015,Khatta Meetha
1988,08-09-2015,Moong Dal
4662,19-10-2015,Manglori Mixture
3165,27-11-2015,Bhima- Mixed Veg
1920,16-02-2015,Bhima- Lime
4157,04-01-2015,Bhima- Mango Thokku
1945,30-04-2015,Bhima- Red Chilli
4104,27-07-2015,Roasted Nylon Chivda
2865,14-05-2015,Khatta Meetha
4788,28-04-2015,Moong Dal
1903,25-01-2015,Manglori Mixture
3578,16-05-2015,Garden French Fries
2238,06-12-2015,Garden Instant bhel mix
3671,11-10-2015,Garden Bombay Puri
